word	jp_defs	pos	hanja	jp_trans
태부족하다	ひじょうにたりない【非常に足りない】	「형용사」	太不足하다	とても足りない状態である。
태연스럽다	たいぜんとしている【泰然としている】。おちついている【落ち着いている】	「형용사」	泰然스럽다	ためらうか恐れるべき状況においても態度が落ち着いていて顔色も変わらないようである。
태연스레	たいぜんと【泰然と】	「부사」	泰然스레	ためらうか恐れるべき状況においても態度が落ち着いていて顔色も変わらないように。
태연자약하다	たいぜんとしている【泰然としている】。おちついている【落ち着いている】	「형용사」	泰然自若하다	心にどんな刺激を受けても動揺せず、態度が落ち着いている。
태연하다	たいぜんとしている【泰然としている】。おちついている【落ち着いている】	「형용사」	泰然하다	ためらうか恐れるべき状況においても態度が落ち着いていて顔色も変わらない。
태연히	たいぜんと【泰然と】	「부사」	泰然히	ためらうか恐れるべき状況においても態度が落ち着いていて顔色も変わらずに。
태평스럽다	たいへいだ【太平だ】。へいわだ【平和だ】。のんきだ【呑気だ】。きらくだ【気楽だ】	「형용사」	太平스럽다	何の心配や苦難もなく、穏やかである。
태평하다	1.たいへいだ【太平だ】 2.たいへいだ【太平だ】。へいわだ【平和だ】。のんきだ【呑気だ】。きらくだ【気楽だ】	「형용사」	太平/泰平하다	世の中が平安になり、何の心配や苦難もない。 心の中に何の心配もない。
탱탱	1.ぱんぱん 2.ぱんぱん。かちかち	「부사」		とても太っていたり膨らんでぴんと張っているさま。 ぴんと張っていてとても堅いさま。
탱탱하다	1.ぱんぱんだ 2.ぱんぱんだ。かちかちだ	「형용사」		とても太っていたり膨らんでぴんと張っている。 ぴんと張っていてとても堅い。
터	1.つもり。はず【筈】 2.ところ。じょうきょう【状況】	「의존 명사」		予定や推測、意志を表す語。 境遇や状況。
터덜터덜	1.とぼとぼ 2.がらがら。がたがた	「부사」		疲れたり元気がなくて重い歩き方で力なく歩き続ける音。また、そのさま。 自動車や空いた手車などが凸凹の道路の上をやかましく通り続ける音。
터무니없다	こんきょがない【根拠がない】。とほうもない【途方もない】。とんでもない。とてつもない【途轍もない】。むちゃだ【無茶だ】。あきれる【呆れる】	「형용사」		荒唐無稽で信頼できず、根拠になるものが全然ない。
터무니없이	こんきょがなく【根拠がなく】。とほうもなく【途方もなく】。とんでもなく。とてつもなく【途轍もなく】。むちゃに【無茶に】	「부사」		荒唐無稽で信頼できず、根拠になるものが全然なく。
터벅터벅	とぼとぼ	「부사」		とても遅いスピードで元気なく歩くさま。
터부룩하다	ぼうぼうだ。ぼさぼさだ。もじゃもじゃだ	「형용사」		草や髪の毛などが手入れされておらず、さっぱりした感じがなく乱雑に生えている。
터지다	すぎる【過ぎる】。きる【切る】	「보조 동사」		前の事柄の性質や状態がとてもひどくて気に入らないことを表す「補助形容詞｣。
턱	1.はず。わけ 2.ていど【程度】。くらい	「의존 명사」		当然そうなるべき訳や理由。 そのくらいの程度や境遇。
턱	1.ほっと。すうっと 2.すっと。すうっと 3.ぎゅっと。ぐいっと 4.はっと。むっと。うっと。ぐっと 5.ばたっと 6.がっしり。がっちり 7.ぺっと 8.どんと。ばたっと。ごつんと。どかんと。ばりっと 9.ぴたっと。ばたっと。がちゃりと	「부사」		緊張などが一時にほぐれるさま。 落ち着いた態度で行動などを堂々とするさま。 肩や手などをいきなり強く突いたりつかんだりするさま。 息などが突然とても詰まるさま。 突然力なく倒れるさま。 肩や胸の体格がとても広くてしっかりしているさま。 唾を強く吐き出す音。また、そのさま。 やや重くて強くぶつかったり弾ける音。また、そのさま。 動いていたものが突然止まったり何かにかかるさま。
턱없다	1.とんでもない。ほうがいだ【法外だ】。でたらめだ【出鱈目だ】 2.とんでもない。ほうがいだ【法外だ】。ふそうおうだ・ぶそうおうだ【不相応だ】	「형용사」		理にかなってないか、妥当な根拠が全くない。 ある水準に合わないか相応しくない。
턱없이	1.とんでもなく。ほうがいに【法外に】。でたらめに【出鱈目に】 2.とんでもなく。ほうがいに【法外に】。ふそうおうに・ぶそうおうに【不相応に】	「부사」		理にかなっていないか、妥当な根拠が全くないように。 ある水準に合わないか相応しくないように。
턱턱	1.てきぱき。ぱっぱと 2.ぐっぐっ。うっと 3.ぱっぱっ。ぺっぺっ 4.ばたばた 5.ばたばた。がちゃんがちゃん 6.ばたばた 7.ばりばり。ぱちぱち 8.ぼきぼき。ぶつぶつ	「부사」		物事をしっかりした態度ではきはきと処理するさま。 息などが続け様に非常に詰まるさま。 唾をしきりに強く吐く音。また、そのさま。 続け様に倒れたりへたばったりするさま。 何度も突然止まったり何かにかかったりするさま。また、その音。 堅い物をしきりに叩いたり、ほこりなどをはたく音。また、そのさま。 堅固な物がいきなり勢いよくはじける音。また、そのさま。 突然とても力なく折れたり切れたりしながらしきりにする音。また、そのさま。
털레털레	ふらふら。ぶらぶら。ふらりふらり	「부사」		手軽な服装で、ぶらぶら歩いたりゆっくり行動するさま。
털버덕	1.べちゃっと。ぐちゃっと。ぱちゃっと。ぽちゃんと 2.べたりと。ぺたりと。べたっと。どかっと。どっかり	「부사」		手のひらや物の平たい面で浅い水面を荒く打つ音。 だらしなく尻をつけてへたり込む音。また、そのさま。
털버덕털버덕	1.べちゃぺちゃ。ぐちゃぐちゃ。ぱちゃぱちゃ 2.べたりべたり。どっかりどっかり	「부사」		手のひらや物の平たい面で浅い水面を荒くしきりに打つ音。また、そのさま。 続け様にだらしなく尻をつけてへたり込む音。また、そのさま。
털썩	1.べたっと。べったり。ばたっと。どかっと。どっかり 2.ばたっと。どすんと。どさっと。どさりと 3.どきっと。どきんと。どっきり 4.ずしんと。どしんと。ずっしん。どっしん	「부사」		突然力なくその場にへたり込んだり倒れる音。また、そのさま。 大きくて分厚い物が急に床に落ちる音。また、そのさま。 突然心的・精神的ショックを受けて驚くさま。 大きくて分厚いものが強く揺れる音。また、そのさま。
털썩털썩	1.べたっべたっ。ばたっばたっ。どかっどかっ 2.ばたっばたっ。どすんどすん。どさっどさっ。どさりどさりとする 3.どきどき。どきっどきっ。 どきんどきん 4.ずしんずしん。どしんどしん。ずっしんずっしん。どっしんどっしん	「부사」		多くの人が突然力なくその場にへたり込んだり倒れる音。また、そのさま。 大きくて分厚い物が急に床にしきりに落ちる音。また、そのさま。 突然心的・精神的ショックを受けてしきりに驚くさま。 大きくて分厚いものがしきりに強く揺れる音。
